nn(色彩-2, 屏幕-1)
dep(小-2, 些-4)
advmod(有-13, 而且-6)
case(新机-9, 因为-7)
cop(新机-9, 是-8)
prep(有-13, 新机-9)
nsubj(有-13, 回弹-11)
advmod(有-13, 稍微-12)
conj(小-2, 有-13)
nsubj(生硬-15, 点-14)
dep(有-13, 生硬-15)

nsubj(说-2, 你们-1)
root(ROOT-0, 说-2)
nsubj(不灵-4, 触碰-3)
ccomp(说-2, 不灵-4)
advmod(玩-35, 其实-6)
neg(玩-35, 没有-7)
cop(有-12, 是-9)
dep(手里-11, 你们-10)
nsubj(有-12, 手里-11)
dep(玩-35, 有-12)
conj(屏幕-16, 汗-13)
cc(屏幕-16, 或者-14)
nn(屏幕-16, 手机-15)
dobj(有-12, 屏幕-16)
conj(有-12, 有-17)
dobj(有-17, 水-18)
case(是-25, 因为-20)
assmod(智能机-23, 所有-21)
case(所有-21, 的-22)
nsubj(是-25, 智能机-23)
advmod(是-25, 都-24)
prep(玩-35, 是-25)
dep(是-25, 热触控-26)
case(热触控-26, 的-27)
advmod(有-30, 只有-29)
dep(是-25, 有-30)
dobj(有-30, 热-31)
nsubj(玩-35, 自己-32)
advmod(玩-35, 都-33)
mmod(玩-35, 会-34)
conj(不灵-4, 玩-35)
rcomp(玩-35, 起来-36)

nsubj(问题-5, 内存小-1)
cop(问题-5, 是-2)
clf(问题-5, 个-3)
amod(问题-5, 大-4)
root(ROOT-0, 问题-5)
advmod(卡-16, 所以-7)
loc(卡-16, 运行-8)
case(运行-8, 起-9)
assmod(软件-13, 10M-10)
case(10M-10, 左右-11)
case(10M-10, 的-12)
nsubj(卡-16, 软件-13)
advmod(卡-16, 就-14)
advmod(卡-16, 比较-15)
conj(问题-5, 卡-16)
asp(卡-16, 了-17)

nsubj(低-2, CPU-1)
dep(缓解-29, 低-2)
asp(低-2, 了-3)
nummod(650-6, 一些儿-4)
assmod(CPU-8, 650-6)
case(650-6, 的-7)
dobj(低-2, CPU-8)
conj(低-2, 处理-10)
amod(游戏-12, 大型-11)
dobj(处理-10, 游戏-12)
cc(低-2, 还是-13)
advmod(吃力-15, 有点-14)
dep(低-2, 吃力-15)
dep(低-2, 的-16)
advmod(缓解-29, 但是-18)
case(处理器-23, 由于-19)
cop(处理器-23, 是-20)
nummod(处理器-23, 双-21)
nn(处理器-23, 核-22)
prep(缓解-29, 处理器-23)
advmod(缓解-29, 所以-25)
advmod(缓解-29, 也-26)
mmod(缓解-29, 得到-27)
advmod(缓解-29, 一定-28)
root(ROOT-0, 缓解-29)

det(产品-3, 这-1)
clf(这-1, 款-2)
nsubj(提供-4, 产品-3)
root(ROOT-0, 提供-4)
asp(提供-4, 了-5)
assmod(分辨率-8, 480x360-6)
case(480x360-6, 的-7)
dobj(提供-4, 分辨率-8)
case(清楚-17, 比-10)
nummod(手机-13, 很多-11)
nn(手机-13, 触摸屏-12)
nsubj(清楚-17, 手机-13)
case(iPhone-15, 如-14)
prep(清楚-17, iPhone-15)
advmod(清楚-17, 还要-16)
prep(使得-20, 清楚-17)
nsubj(使得-20, 这-19)
conj(提供-4, 使得-20)
nsubj(显示-22, 手机-21)
xsubj(锐利-24, 手机-21)
ccomp(使得-20, 显示-22)
advmod(锐利-24, 更-23)
ccomp(显示-22, 锐利-24)
nsubj(丰富-28, 细节-26)
advmod(丰富-28, 更-27)
conj(提供-4, 丰富-28)
dep(做到-34, 每-30)
nummod(点-32, 一个-31)
dep(每-30, 点-32)
advmod(做到-34, 都-33)
conj(提供-4, 做到-34)
asp(做到-34, 了-35)
advmod(完美-37, 极致-36)
ccomp(做到-34, 完美-37)

nsubj(多-6, 行货-1)
case(带-3, 自-2)
prep(多-6, 带-3)
dobj(带-3, 软件-4)
advmod(多-6, 太-5)
root(ROOT-0, 多-6)
loc(剩-11, root-8)
case(root-8, 前-9)
advmod(剩-11, 只-10)
dep(多-6, 剩-11)
nummod(兆-13, 几百-12)
dobj(剩-11, 兆-13)
dep(剩-11, 了-14)
loc(敢-20, root-16)
case(root-16, 后-17)
advmod(敢-20, 也-18)
neg(敢-20, 不-19)
conj(多-6, 敢-20)
amod(换血-22, 大-21)
dobj(敢-20, 换血-22)
advmod(多-29, 所以-24)
nsubj(多-29, 内存-25)
neg(多-29, 不-26)
cop(多-29, 是-27)
advmod(多-29, 很-28)
conj(多-6, 多-29)

assmod(系统-3, 2.3-1)
case(2.3-1, 的-2)
nsubj(备份-16, 系统-3)
neg(备份-16, 不-4)
mmod(备份-16, 能-5)
auxpass(备份-16, 被-6)
nn(识别-8, windows-7)
nsubj(备份-16, 识别-8)
advmod(备份-16, 所以-9)
neg(备份-16, 不-10)
mmod(备份-16, 能-11)
case(91-15, 用-12)
conj(91-15, 豌豆荚-13)
cc(91-15, 和-14)
prep(备份-16, 91-15)
root(ROOT-0, 备份-16)

amod(屏幕-2, 弧形-1)
loc(加上-4, 屏幕-2)
case(屏幕-2, 下-3)
relcl(材质-8, 加上-4)
dobj(加上-4, 三星-5)
mark(加上-4, 的-6)
nn(材质-8, 屏幕-7)
nsubj(使得-9, 材质-8)
root(ROOT-0, 使得-9)
nsubj(鲜艳-14, 画面-10)
mmod(鲜艳-14, 显得-11)
dvpmod(鲜艳-14, 非常-12)
mark(非常-12, 的-13)
ccomp(使得-9, 鲜艳-14)
comod(鲜艳-14, 饱和-15)

nsubj(小-3, 内存-1)
advmod(小-3, 太-2)
root(ROOT-0, 小-3)
dep(小-3, 造成-5)
nn(卡-7, 手机-6)
dobj(造成-5, 卡-7)

nsubj(低-2, 配置-1)
root(ROOT-0, 低-2)
nn(优化-5, 系统-4)
nsubj(差-6, 优化-5)
conj(低-2, 差-6)
mmod(进入-10, 无缘无故-8)
advmod(进入-10, 自动-9)
conj(差-6, 进入-10)
nn(模式-12, 飞行-11)
dobj(进入-10, 模式-12)
conj(差-6, 打开-14)
nn(网络-16, 移动-15)
dobj(打开-14, 网络-16)
conj(差-6, 造成-18)
nn(损失-20, 流量-19)
dobj(造成-18, 损失-20)

nsubj(造成-3, 分辨率-1)
advmod(造成-3, 高-2)
root(ROOT-0, 造成-3)
det(软件-5, 有些-4)
nsubj(全屏-7, 软件-5)
advmod(全屏-7, 无法-6)
ccomp(造成-3, 全屏-7)
cc(全屏-7, 而且-9)
det(软件-11, 有些-10)
nsubj(显示-12, 软件-11)
conj(全屏-7, 显示-12)
nsubj(小-15, 字体-13)
advmod(小-15, 偏-14)
ccomp(显示-12, 小-15)
advmod(没-20, 例如-17)
dep(没-20, google-18)
conj(小-15, 没-20)
nsubj(改-22, 办法-21)
dep(没-20, 改-22)
dobj(改-22, 字体-23)
case(人-28, 对-25)
assmod(人-28, 近视-26)
case(近视-26, 的-27)
prep(痛苦-31, 人-28)
case(人-28, 来说-29)
advmod(痛苦-31, 真是-30)
conj(改-22, 痛苦-31)

nsubj(小-3, 内存-1)
advmod(小-3, 确实-2)
dep(需要-8, 小-3)
asp(小-3, 了-4)
dobj(小-3, 点-5)
dep(小-3, 哈-6)
root(ROOT-0, 需要-8)
advmod(清内存-10, 常常-9)
ccomp(需要-8, 清内存-10)
assmod(话-17, 软件-12)
case(软件-12, 下-13)
case(软件-12, 的-14)
relcl(话-17, 多-15)
mark(多-15, 的-16)
nsubj(占-22, 话-17)
nn(内存-20, 清完-19)
nsubj(占-22, 内存-20)
advmod(占-22, 也-21)
dep(清内存-10, 占-22)
asp(占-22, 了-23)
dep(多-25, 百分之60-24)
dep(占-22, 多-25)
advmod(关掉-40, 所以-27)
advmod(玩-29, 如果-28)
dep(关掉-40, 玩-29)
amod(游戏-31, 大型-30)
nn(神马-32, 游戏-31)
dobj(玩-29, 神马-32)
dep(玩-29, 的-33)
advmod(关掉-40, 最好-35)
ba(关掉-40, 把-36)
det(软件-38, 别的-37)
nsubj(关掉-40, 软件-38)
advmod(关掉-40, 都-39)
conj(清内存-10, 关掉-40)
dep(需要-8, 哦-41)

root(ROOT-0, 限于-1)
assmod(内存-4, 256M-2)
case(256M-2, 的-3)
dobj(限于-1, 内存-4)
nsubj(高-8, 分辨率-6)
advmod(高-8, 又-7)
conj(限于-1, 高-8)
advmod(理想-16, 所以-10)
nn(速度-12, 运行-11)
nsubj(理想-16, 速度-12)
neg(理想-16, 不-13)
cop(理想-16, 是-14)
advmod(理想-16, 很-15)
conj(限于-1, 理想-16)
dep(改善-21, 刷-18)
dep(刷-18, 2.3-19)
dep(刷-18, 有所-20)
dep(理想-16, 改善-21)

nn(左上角-2, 屏幕-1)
nn(品牌-6, 左上角-2)
amod(品牌-6, 微翘-3)
cc(微翘-3, 和-4)
dep(微翘-3, 大-5)
nsubj(可以-19, 品牌-6)
dep(不符-8, 做工-7)
dep(可以-19, 不符-8)
nn(排列-11, pentile-10)
nsubj(引起-12, 排列-11)
relcl(颗粒感-14, 引起-12)
mark(引起-12, 的-13)
nsubj(可以-19, 颗粒感-14)
mmod(可以-19, 要-15)
neg(可以-19, 不-16)
advmod(可以-19, 仔细-17)
mmod(可以-19, 看-18)
root(ROOT-0, 可以-19)
rcomp(可以-19, 无视-20)

nn(偏色-2, 屏幕-1)
nsubj(伤-6, 偏色-2)
advmod(伤-6, 才-3)
cop(伤-6, 是-4)
amod(伤-6, 硬-5)
root(ROOT-0, 伤-6)
loc(无-13, 播放-8)
nn(视频-10, 高清-9)
dobj(播放-8, 视频-10)
case(播放-8, 时-11)
dep(无-13, 色阶-12)
xsubj(过度-15, 色阶-12)
conj(伤-6, 无-13)
advmod(过度-15, 明显-14)
dep(过度-15, 造成-17)
dobj(造成-17, 色块-18)
dep(造成-17, 搅-19)
case(一起-21, 在-20)
assmod(感觉-23, 一起-21)
case(一起-21, 的-22)
dobj(搅-19, 感觉-23)

nsubj(搞-28, 塞班-1)
dep(塞班-1, 三-2)
case(S60V5-4, 针对-3)
prep(做-5, S60V5-4)
prnmod(塞班-1, 做-5)
asp(做-5, 了-6)
nummod(改进-8, 很多-7)
dobj(做-5, 改进-8)
advmod(像-13, 所以-10)
mmod(像-13, 操作-11)
advmod(像-13, 依旧-12)
dep(做-5, 像-13)
nummod(人性化-16, S60V3-14)
amod(人性化-16, 那样-15)
dobj(像-13, 人性化-16)
dep(塞班-1, 啊-17)
prnmod(塞班-1, 能-19)
nummod(步-21, 一-20)
clf(事情-24, 步-21)
relcl(事情-24, 搞定-22)
mark(搞定-22, 的-23)
dobj(能-19, 事情-24)
advmod(搞-28, 决不-25)
case(你-27, 给-26)
prep(搞-28, 你-27)
root(ROOT-0, 搞-28)
rcomp(搞-28, 出-29)
nummod(步-31, 两-30)
loc(搞-28, 步-31)
case(步-31, 来-32)

advmod(刷-2, 重-1)
root(ROOT-0, 刷-2)
asp(刷-2, 了-3)
dobj(刷-2, 系统-4)
dep(刷-2, 进入-6)
nn(模式-8, 工程-7)
nsubj(刷-9, 模式-8)
dobj(进入-6, 刷-9)
mark(刷-9, 的-10)
nn(反馈-14, 现在-12)
nn(反馈-14, 触感-13)
dep(关-15, 反馈-14)
dep(刷-2, 关-15)
asp(关-15, 了-16)
conj(震动-19, 拨号-17)
cc(震动-19, 还是-18)
dobj(关-15, 震动-19)
conj(关-15, 估计-21)
cop(问题-27, 是-22)
assmod(问题-27, 刷机-23)
case(刷机-23, 后-24)
case(刷机-23, 的-25)
nfincl(问题-27, 遗留-26)
ccomp(估计-21, 问题-27)
advmod(解决-30, 没法-29)
conj(关-15, 解决-30)

nsubj(开-4, 后盖-1)
advmod(开-4, 非常-2)
advmod(开-4, 难-3)
root(ROOT-0, 开-4)
dep(开-4, 估计-6)
dobj(估计-6, 厂家-7)
cop(想-9, 是-8)
dep(估计-6, 想-9)
dep(紧-13, 结合-10)
dep(紧-13, 得-11)
advmod(紧-13, 更-12)
ccomp(想-9, 紧-13)
dep(紧-13, 些-14)
advmod(感觉-28, 但-16)
amod(长-19, 这样-17)
nn(长-19, 时间-18)
nsubj(感觉-28, 长-19)
xsubj(掰断-32, 长-19)
dep(感觉-28, 了-20)
dep(松-24, 难免-21)
dep(松-24, 会-22)
dep(松-24, 很-23)
dep(感觉-28, 松-24)
advmod(感觉-28, 每次-26)
advmod(感觉-28, 都-27)
dep(开-4, 感觉-28)
mmod(掰断-32, 要-29)
ba(掰断-32, 把-30)
nsubj(掰断-32, 盖子-31)
ccomp(感觉-28, 掰断-32)
asp(掰断-32, 了-33)
cc(感觉-28, 还是-34)
dep(感觉-28, 开-35)
neg(开-35, 不-36)
dep(感觉-28, 了-37)

root(ROOT-0, 玩-1)
advmod(感觉-4, 一会儿-2)
mmod(感觉-4, 小鸟-3)
relcl(缘故-14, 感觉-4)
advmod(热-6, 有点-5)
ccomp(感觉-4, 热-6)
dep(热-6, 估计-8)
ccomp(估计-8, 是-9)
nsubj(高-11, 配置-10)
dep(是-9, 高-11)
dep(高-11, 了-12)
mark(感觉-4, 的-13)
dobj(玩-1, 缘故-14)
advmod(接受-20, 不过-16)
advmod(接受-20, 也-17)
advmod(接受-20, 还-18)
mmod(接受-20, 可以-19)
conj(玩-1, 接受-20)

advmod(薄-3, 由于-1)
advmod(薄-3, 太-2)
dep(外壳-9, 薄-3)
dep(薄-3, 了-4)
advmod(外壳-9, 又-6)
cop(外壳-9, 是-7)
nn(外壳-9, 塑料-8)
root(ROOT-0, 外壳-9)
advmod(打滑-17, 所以-11)
mmod(打滑-17, 拿-12)
case(手上-14, 在-13)
prep(打滑-17, 手上-14)
advmod(打滑-17, 很-15)
advmod(打滑-17, 容易-16)
dep(外壳-9, 打滑-17)

loc(好看-10, ZOL-1)
case(ZOL-1, 上-2)
nn(手机-4, 该款-3)
assmod(图像-7, 手机-4)
case(手机-4, 的-5)
amod(图像-7, 正面-6)
nsubj(好看-10, 图像-7)
advmod(好看-10, 并-8)
neg(好看-10, 不-9)
root(ROOT-0, 好看-10)
cop(缘故-18, 是-12)
case(不好-16, 由于-13)
assmod(不好-16, 壁纸选-14)
case(壁纸选-14, 的-15)
assmod(缘故-18, 不好-16)
case(不好-16, 的-17)
conj(好看-10, 缘故-18)
amod(感觉-21, 真实-20)
nsubj(要-22, 感觉-21)
conj(好看-10, 要-22)
range(要-22, 很多-23)

case(多-7, 由于-1)
nsubj(多-7, 机身-2)
case(带-4, 自-3)
prep(多-7, 带-4)
dobj(带-4, 程序-5)
advmod(多-7, 较-6)
prep(不足-16, 多-7)
advmod(起来-11, 所以-9)
mmod(起来-11, 运行-10)
dep(不足-16, 起来-11)
amod(空间-13, 可用-12)
dobj(起来-11, 空间-13)
advmod(不足-16, 略-14)
advmod(不足-16, 显-15)
root(ROOT-0, 不足-16)

advmod(说-2, 先-1)
root(ROOT-0, 说-2)
dobj(说-2, 发热-3)
advmod(造成-14, 一方面-5)
cop(造成-14, 是-6)
case(芯片-13, 由于-7)
det(芯片-13, 那-8)
clf(那-8, 块-9)
relcl(芯片-13, 大体积-10)
range(大体积-10, 4210-11)
mark(大体积-10, 的-12)
prep(造成-14, 芯片-13)
dep(说-2, 造成-14)
dep(造成-14, 的-15)
advmod(说-19, 也-17)
mmod(说-19, 可以-18)
dep(说-2, 说-19)
cop(副作用-26, 是-20)
amod(性能-22, 强大-21)
nsubj(带来-24, 性能-22)
prtmod(带来-24, 所-23)
relcl(副作用-26, 带来-24)
mark(带来-24, 的-25)
ccomp(说-19, 副作用-26)
dep(说-19, 吧-27)
advmod(到位-41, 另一方面-29)
advmod(们-35, 可能-31)
cop(们-35, 是-32)
nn(们-35, 魅族-33)
nn(们-35, 工程师-34)
relcl(优化-37, 们-35)
mark(们-35, 的-36)
nsubj(到位-41, 优化-37)
advmod(到位-41, 还-38)
neg(到位-41, 不-39)
advmod(到位-41, 够-40)
dep(说-2, 到位-41)

nsubj(让-4, 性能-1)
mmod(让-4, 提升-2)
mmod(让-4, 可以-3)
root(ROOT-0, 让-4)
assmod(性能-8, 你-5)
case(你-5, 的-6)
nn(性能-8, 游戏-7)
dobj(让-4, 性能-8)
advmod(流畅-10, 更加-9)
dep(让-4, 流畅-10)
mmod(有-17, 可以-12)
case(开发-15, 根据-13)
nn(开发-15, 硬件-14)
prep(有-17, 开发-15)
advmod(有-17, 更-16)
conj(让-4, 有-17)
dobj(有-17, 创意-18)
assmod(游戏-22, 大型-20)
case(大型-20, 的-21)
dep(有-17, 游戏-22)

nsubj(难看-4, 背壳-1)
dvpmod(难看-4, 真心-2)
mark(真心-2, 地-3)
root(ROOT-0, 难看-4)
assmod(背部-8, 突起-6)
case(突起-6, 的-7)
nsubj(让-9, 背部-8)
conj(难看-4, 让-9)
nsubj(厚-12, 机身-10)
advmod(厚-12, 更-11)
ccomp(让-9, 厚-12)
advmod(见-22, 而且-14)
nn(突起-16, 这种-15)
nsubj(见-22, 突起-16)
case(手机-20, 在-17)
nn(手机-20, HTC-18)
etc(HTC-18, 等-19)
prep(见-22, 手机-20)
case(手机-20, 上-21)
conj(难看-4, 见-22)
dep(见-22, 多-23)
asp(见-22, 了-24)
dep(见-22, 有-26)
assmod(嫌疑-29, 抄袭-27)
case(抄袭-27, 的-28)
dobj(有-26, 嫌疑-29)

nsubj(不好-4, 屏幕-1)
advmod(不好-4, 大-2)
advmod(不好-4, 所以-3)
root(ROOT-0, 不好-4)
dobj(不好-4, 操作-5)
case(手小-8, 对于-7)
prep(有-14, 手小-8)
dep(手小-8, 的-9)
case(手小-8, 来说-10)
advmod(有-14, 就-11)
advmod(有-14, 完全-12)
advmod(有-14, 无法-13)
conj(不好-4, 有-14)
nummod(只-16, 一-15)
clf(操作-18, 只-16)
nn(操作-18, 手-17)
dobj(有-14, 操作-18)

nsubj(没有-2, 后盖-1)
root(ROOT-0, 没有-2)
nn(天线-4, 触点式-3)
dobj(没有-2, 天线-4)
conj(没有-2, 减少-6)
case(好-12, 因为-7)
advmod(好-12, 后-8)
mmod(好-12, 盖-9)
neg(好-12, 没-10)
mmod(好-12, 扣-11)
prep(导致-13, 好-12)
relcl(不好-16, 导致-13)
mark(导致-13, 的-14)
nn(不好-16, 信号-15)
dobj(减少-6, 不好-16)

advmod(入手-2, 刚-1)
relcl(时候-4, 入手-2)
mark(入手-2, 的-3)
nsubj(黑屏-6, 时候-4)
advmod(黑屏-6, 确实-5)
root(ROOT-0, 黑屏-6)
nsubj(原因-13, 那-8)
cop(原因-13, 是-9)
case(保护膜-11, 因为-10)
assmod(原因-13, 保护膜-11)
case(保护膜-11, 的-12)
conj(黑屏-6, 原因-13)
case(进入-21, 经过-15)
case(编码-20, 在-16)
nn(编码-20, 拨号-17)
nn(编码-20, 面板-18)
nn(编码-20, 输入-19)
prep(进入-21, 编码-20)
prep(完好-26, 进入-21)
dobj(进入-21, 调整-22)
nsubj(完好-26, 一切-24)
advmod(完好-26, 都-25)
conj(黑屏-6, 完好-26)

nsubj(有-2, 屏幕-1)
root(ROOT-0, 有-2)
dobj(有-2, 点-3)
conj(有-2, 大-4)
advmod(多-7, 最-6)
nsubj(可以-11, 多-7)
dep(多-7, 5.0-8)
mark(多-7, 的-9)
advmod(可以-11, 就-10)
conj(有-2, 可以-11)
case(大-15, 因为-13)
nsubj(大-15, 屏幕-14)
prep(方便-20, 大-15)
asp(大-15, 了-16)
dep(大-15, 拿-17)
asp(拿-17, 着-18)
neg(方便-20, 不-19)
conj(有-2, 方便-20)
loc(方便-25, 装兜-22)
case(装兜-22, 里-23)
neg(方便-25, 不-24)
conj(有-2, 方便-25)

nsubj(单薄-3, 机体-1)
advmod(单薄-3, 有些-2)
root(ROOT-0, 单薄-3)
advmod(追求-7, 可能-5)
conj(追求-7, 是-6)
cop(追求-7, 是-6)
dep(单薄-3, 追求-7)
assmod(原因-10, 薄度-8)
case(薄度-8, 的-9)
dobj(追求-7, 原因-10)
dep(追求-7, 吧-11)

nn(操作-2, 屏幕-1)
nsubj(方便-3, 操作-2)
dep(按键-11, 方便-3)
comod(方便-3, 快捷-4)
advmod(按键-11, 以致-5)
advmod(按键-11, 很-6)
advmod(按键-11, 少-7)
mmod(按键-11, 用-8)
case(物理-10, 到-9)
prep(按键-11, 物理-10)
root(ROOT-0, 按键-11)
asp(按键-11, 了-12)
mmod(除外-15, 打字-14)
dep(按键-11, 除外-15)

nsubj(小-3, 内存-1)
advmod(小-3, 太-2)
dep(会-17, 小-3)
dep(小-3, 了-4)
nsubj(占-10, 一-6)
mmod(占-10, 开机-7)
advmod(占-10, 差不多-8)
advmod(占-10, 就-9)
dep(会-17, 占-10)
asp(占-10, 了-11)
loc(占-10, 70%-12)
case(70%-12, 以上-13)
dep(占-10, 了-14)
advmod(会-17, 有时-16)
root(ROOT-0, 会-17)
dobj(会-17, 卡机-18)

nsubj(给力-4, 电池-1)
advmod(给力-4, 太-2)
neg(给力-4, 不-3)
root(ROOT-0, 给力-4)
nn(QQ-7, 上下-6)
nsubj(去掉-11, QQ-7)
nummod(分钟-9, 几-8)
loc(去掉-11, 分钟-9)
case(分钟-9, 之内-10)
conj(给力-4, 去掉-11)
nummod(个-13, 几-12)
clf(百分点-14, 个-13)
assmod(电量-16, 百分点-14)
case(百分点-14, 的-15)
dobj(去掉-11, 电量-16)
conj(去掉-11, 玩-18)
nummod(盘-20, 一-19)
clf(电-26, 盘-20)
nummod(电-26, 2K13-21)
relcl(电-26, 去-22)
asp(去-22, 了-23)
dep(去-22, 三分之一-24)
mark(去-22, 的-25)
dobj(玩-18, 电-26)

nsubj(单调-6, 按键-1)
advmod(单调-6, 全部-2)
case(一侧-4, 在-3)
prep(单调-6, 一侧-4)
advmod(单调-6, 过于-5)
root(ROOT-0, 单调-6)

nsubj(叼-3, 待机-1)
advmod(叼-3, 比较-2)
root(ROOT-0, 叼-3)
conj(叼-3, 看-5)
dobj(看-5, 书-6)
conj(叼-3, 看看-8)
dobj(看看-8, 视屏-9)
conj(叼-3, 聊聊天-11)
dep(天-14, 一-13)
dep(聊聊天-11, 天-14)
nummod(充-16, 一-15)
dobj(聊聊天-11, 充-16)

nn(容量-2, 电池-1)
nsubj(小-4, 容量-2)
advmod(小-4, 有点-3)
root(ROOT-0, 小-4)
advmod(有-13, 只有-6)
dep(有-13, 1520mAh-7)
assmod(正面-11, padfone-9)
case(padfone-9, 的-10)
nsubj(有-13, 正面-11)
advmod(有-13, 只-12)
conj(小-4, 有-13)
nummod(块-15, 一-14)
clf(屏幕-19, 块-15)
assmod(屏幕-19, 4.3寸-16)
case(4.3寸-16, 的-17)
nn(屏幕-19, SA-18)
dobj(有-13, 屏幕-19)
conj(小-4, 没有-21)
nn(按键-23, 实体-22)
dobj(没有-21, 按键-23)

nsubj(简单-2, 机身-1)
root(ROOT-0, 简单-2)
comod(简单-2, 大方-3)
advmod(有-7, 一共-5)
advmod(有-7, 只-6)
conj(简单-2, 有-7)
nummod(个-9, 5-8)
clf(按键-10, 个-9)
conj(插口-14, 按键-10)
cc(插口-14, 和-11)
nummod(个-13, 3-12)
clf(插口-14, 个-13)
dobj(有-7, 插口-14)

nsubj(9780-6, 电池-1)
advmod(9780-6, 只有-2)
nummod(9780-6, 1230mh-3)
cc(9780-6, 比-5)
dep(低-8, 9780-6)
advmod(低-8, 还要-7)
root(ROOT-0, 低-8)
nsubj(增大-11, 屏幕-10)
conj(低-8, 增大-11)
advmod(触摸-14, 加上-13)
conj(增大-11, 触摸-14)
dobj(触摸-14, 操作-15)
mmod(费-18, 会-16)
advmod(费-18, 更加-17)
conj(触摸-14, 费-18)
dobj(费-18, 电-19)
dep(增大-11, 待机-21)
nn(不容乐观-23, 时间-22)
dobj(待机-21, 不容乐观-23)
advmod(高-28, 而且-25)
nsubj(高-28, 价格-26)
advmod(高-28, 太-27)
conj(低-8, 高-28)

case(手机-3, 在-1)
det(手机-3, 所有-2)
prep(小-9, 手机-3)
case(手机-3, 中-4)
nn(电池-7, 诺基亚-6)
nsubj(小-9, 电池-7)
advmod(小-9, 最-8)
root(ROOT-0, 小-9)
advmod(毫安-13, 才-11)
nsubj(毫安-13, 1000-12)
conj(小-9, 毫安-13)

mmod(慢-3, 开机-1)
advmod(慢-3, 太-2)
root(ROOT-0, 慢-3)
nsubj(要-8, 我-5)
nsubj(要-8, 这个-6)
mmod(要-8, 开机-7)
dep(慢-3, 要-8)
nummod(分-10, 1-9)
clf(半钟-11, 分-10)
dobj(要-8, 半钟-11)

nn(速度-3, 电池-1)
nn(速度-3, 充电-2)
nsubj(快-5, 速度-3)
advmod(快-5, 特-4)
root(ROOT-0, 快-5)
nummod(个-8, 2-7)
clf(小时-9, 个-8)
nsubj(充满-15, 小时-9)
advmod(充满-15, 就-10)
mmod(充满-15, 可以-11)
ba(充满-15, 把-12)
nn(电池-14, 空-13)
nsubj(充满-15, 电池-14)
conj(快-5, 充满-15)

advmod(够用-5, 虽然-1)
nn(续航力-3, 电池-2)
nsubj(够用-5, 续航力-3)
advmod(够用-5, 一般-4)
dep(有-9, 够用-5)
case(补充-8, 因为-7)
prep(有-9, 补充-8)
root(ROOT-0, 有-9)
amod(充电器-12, 独立-10)
nn(充电器-12, 电池-11)
dep(电池-18, 充电器-12)
nummod(块-15, 2-14)
clf(电池-18, 块-15)
amod(电池-18, 原-16)
nn(电池-18, 厂-17)
dobj(有-9, 电池-18)

assmod(电池-4, 1750mah-1)
case(1750mah-1, 的-2)
amod(电池-4, 大-3)
nsubj(不错-8, 电池-4)
nn(能力-7, 续航-6)
nsubj(不错-8, 能力-7)
root(ROOT-0, 不错-8)
dep(不错-8, 玩-10)
nn(意思-19, 游戏-11)
dep(个-15, 6-12)
cc(个-15, 到-13)
ordmod(个-15, 7-14)
clf(意思-19, 个-15)
nsubj(够-18, 小时-16)
advmod(够-18, 很-17)
nfincl(意思-19, 够-18)
dobj(玩-10, 意思-19)

nsubj(小-3, 屏幕-1)
advmod(小-3, 太-2)
root(ROOT-0, 小-3)
asp(小-3, 了-4)
advmod(小-3, 点儿-5)
advmod(到-9, 居然-7)
mmod(到-9, 缩-8)
conj(小-3, 到-9)
asp(到-9, 了-10)
dep(到-9, 2.8-11)
nsubj(无-15, 性能-13)
advmod(无-15, 又-14)
conj(小-3, 无-15)
dobj(无-15, 提升-16)

advmod(有-38, 首先-1)
cop(分辨率-15, 是-2)
dep(分辨率-15, 屏幕-3)
dep(色-9, 3.2-5)
dep(色-9, 英寸-6)
dep(色-9, 1670万-8)
dep(分辨率-15, 色-9)
dep(360-13, 640-11)
assmod(分辨率-15, 360-13)
case(360-13, 的-14)
dep(有-38, 分辨率-15)
nsubj(9-21, 比例-18)
nummod(9-21, 16-19)
dep(分辨率-15, 9-21)
advmod(PSP-29, iPhone-23)
cop(PSP-29, 是-24)
nummod(480-27, 320-25)
nsubj(PSP-29, 480-27)
dep(9-21, PSP-29)
dep(PSP-29, 是-30)
nummod(272-33, 480-31)
ccomp(PSP-29, 272-33)
dep(有-38, 还是-36)
advmod(有-38, 很-37)
root(ROOT-0, 有-38)
dobj(有-38, 看头-39)
dep(有-38, 的-40)

nsubj(多-2, 毛病-1)
root(ROOT-0, 多-2)
conj(多-2, 买-4)
asp(买-4, 了-5)
nummod(个-7, 两-6)
clf(月-8, 个-7)
dobj(买-4, 月-8)
prtmod(换-10, 去-9)
conj(买-4, 换-10)
asp(换-10, 了-11)
nummod(个-13, 三-12)
clf(主板-14, 个-13)
dobj(换-10, 主板-14)
advmod(是-17, 都-16)
conj(多-2, 是-17)
case(黑屏-21, 由于-18)
conj(黑屏-21, 死机-19)
cc(黑屏-21, 和-20)
prep(是-17, 黑屏-21)
nsubj(耐用-25, 电池-23)
neg(耐用-25, 不-24)
conj(多-2, 耐用-25)

nn(时间-2, 待机-1)
nsubj(可怜-5, 时间-2)
dep(可怜-5, 短-3)
dep(可怜-5, 得-4)
root(ROOT-0, 可怜-5)
