advmod(接-2, 有时-1)
dep(满-13, 了-14)
case(没-23, 用-16)
nummod(个-18, 2-17)
clf(小时-19, 个-18)
nsubj(没-23, 小时-19)
neg(没-23, 不-20)
mmod(没-23, 到-21)
advmod(没-23, 就-22)
dep(满-13, 没-23)
dobj(没-23, 电-24)
dep(没-23, 了-25)

nsubj(高-3, 性价比-1)
neg(高-3, 不-2)
root(ROOT-0, 高-3)
nn(软件-6, 多种-5)
nsubj(用不了-7, 软件-6)
conj(高-3, 用不了-7)
advmod(耐用-13, 而且-9)
nsubj(耐用-13, 电池-10)
advmod(耐用-13, 非常-11)
neg(耐用-13, 不-12)
conj(高-3, 耐用-13)
nummod(天-16, 一-15)
clf(一-17, 天-16)
nsubj(用-22, 一-17)
mmod(用-22, 冲-18)
advmod(用-22, 还-19)
neg(用-22, 没-20)
advmod(用-22, 怎么-21)
conj(高-3, 用-22)

nsubj(用-2, 电池-1)
root(ROOT-0, 用-2)
rcomp(用-2, 起来-3)
advmod(天-6, 就-4)
nummod(天-6, 一-5)
dep(用-2, 天-6)
neg(给力-10, 不-8)
advmod(给力-10, 太-9)
conj(用-2, 给力-10)

nsubj(有-3, 电池-1)
advmod(有-3, 只-2)
root(ROOT-0, 有-3)
nummod(块-5, 1-4)
dep(有-3, 块-5)
advmod(标配-8, 最好-7)
conj(有-3, 标配-8)
nummod(块-10, 2-9)
range(标配-8, 块-10)

nsubj(肯定-22, 电池-1)
dep(电池-1, 太-2)
prnmod(电池-1, 垃圾-3)
dep(电池-1, 了-4)
advmod(有-7, 只-6)
prnmod(电池-1, 有-7)
nummod(毫安-9, 1500-8)
dobj(有-7, 毫安-9)
conj(有-7, 使用-11)
nummod(天-13, 一-12)
loc(使用-11, 天-13)
case(天-13, 里-14)
conj(有-7, 需要-16)
nummod(三-19, 两-17)
cc(三-19, 到-18)
nummod(充-20, 三-19)
dobj(需要-16, 充-20)
cop(肯定-22, 是-21)
root(ROOT-0, 肯定-22)
mark(肯定-22, 的-23)

assmod(内存-3, 64MB-1)
case(64MB-1, 的-2)
nsubj(坑爹-5, 内存-3)
advmod(坑爹-5, 太-4)
root(ROOT-0, 坑爹-5)
case(能-15, 除了-7)
advmod(带-9, 自-8)
relcl(软件-11, 带-9)
mark(带-9, 的-10)
nsubj(能-15, 软件-11)
advmod(能-15, 基本-12)
advmod(能-15, 就-13)
neg(能-15, 不-14)
prep(没有-22, 能-15)
case(装别-17, 在-16)
dobj(能-15, 装别-17)
case(装别-17, 的-18)
dep(能-15, 了-19)
dep(没有-22, 照相-21)
conj(坑爹-5, 没有-22)
nsubj(不好-27, 闪光灯-23)
dep(不好-27, 这-24)
clf(这-24, 点-25)
advmod(不好-27, 也-26)
dep(没有-22, 不好-27)

nsubj(小-3, 声音-1)
advmod(小-3, 有点-2)
root(ROOT-0, 小-3)
conj(声音-11, 听筒-5)
cc(声音-11, 和-6)
relcl(声音-11, 放-7)
dobj(放-7, 音乐-8)
mark(放-7, 的-9)
nn(声音-11, 外音-10)
nsubj(大-15, 声音-11)
advmod(大-15, 都-12)
neg(大-15, 不-13)
advmod(大-15, 太-14)
conj(小-3, 大-15)
amod(摄像头-18, 前置-17)
nsubj(模糊-19, 摄像头-18)
conj(小-3, 模糊-19)
case(摄像头-23, 拿-21)
amod(摄像头-23, 前置-22)
prep(拍-24, 摄像头-23)
dep(模糊-19, 拍-24)
relcl(照片-27, 出来-25)
mark(出来-25, 的-26)
dobj(拍-24, 照片-27)
advmod(忍心-32, 连-28)
nsubj(忍心-32, 自己-29)
advmod(忍心-32, 都-30)
neg(忍心-32, 不-31)
conj(小-3, 忍心-32)
dobj(忍心-32, 看-33)
mark(看-33, 的-34)

root(ROOT-0, 就-1)
cop(就-1, 是-2)
advmod(贵-4, 太-3)
dep(就-1, 贵-4)
dep(贵-4, 了-5)
dep(就-1, 买-7)
dep(买-7, 不-8)
dep(买-7, 起-9)
dep(买-7, 啦-10)
dep(买-7, 啊-11)
mmod(买-14, 要-13)
dep(就-1, 买-14)
dep(买-14, 得-16)
relcl(工资-23, 花-17)
nn(月-21, 我-18)
nummod(个-20, 两-19)
clf(月-21, 个-20)
dobj(花-17, 月-21)
mark(花-17, 的-22)
dobj(得-16, 工资-23)
nsubj(是-26, 那-25)
dep(就-1, 是-26)
dep(穷人-28, 我们-27)
nsubj(买-29, 穷人-28)
dep(是-26, 买-29)
dep(买-29, 得-30)
dep(买-29, 起-31)
dep(买-29, 的-32)
dep(是-26, 啊-33)
advmod(贵-36, 太-35)
dep(就-1, 贵-36)
dep(贵-36, 了-37)

nsubj(差-3, 信号-1)
advmod(差-3, 太-2)
root(ROOT-0, 差-3)
nsubj(接-9, 电话-5)
mmod(接-9, 打-6)
neg(接-9, 不-7)
mmod(接-9, 出去-8)
conj(差-3, 接-9)
neg(进来-11, 不-10)
dobj(接-9, 进来-11)
mark(进来-11, 的-12)
nn(信号-15, wifi-14)
nsubj(差-18, 信号-15)
advmod(差-18, 也-16)
advmod(差-18, 超-17)
conj(差-3, 差-18)
assmod(wifi-22, 同样-20)
case(同样-20, 的-21)
nsubj(满格-27, wifi-22)
nn(手机-25, 三星-24)
nsubj(满格-27, 手机-25)
advmod(满格-27, 就-26)
conj(差-3, 满格-27)
nsubj(没有-34, 联想-29)
nummod(年-32, 一个-30)
nummod(年-32, 一-31)
dep(没有-34, 年-32)
advmod(没有-34, 都-33)
conj(差-3, 没有-34)
advmod(掉-40, 刚-36)
loc(掉-40, 连-37)
case(连-37, 上-38)
advmod(掉-40, 就-39)
conj(差-3, 掉-40)

advmod(充满-9, 就是-1)
nsubj(充满-9, 电池-2)
advmod(充满-9, 太-3)
neg(充满-9, 不-4)
nsubj(充满-9, 耐用-5)
dep(充满-9, 了-6)
advmod(充满-9, 明明-8)
root(ROOT-0, 充满-9)
dobj(充满-9, 电-10)
prtmod(玩-13, 去-12)
relcl(时候-15, 玩-13)
mark(玩-13, 的-14)
nsubj(没-19, 时候-15)
advmod(四五点-17, 差不多-16)
dep(没-19, 四五点-17)
advmod(没-19, 就-18)
conj(充满-9, 没-19)
dobj(没-19, 电-20)

advmod(下调-11, 有点-1)
nsubj(下调-11, 贵-2)
advmod(下调-11, 不知-3)
advmod(下调-11, oppoCEO-4)
mmod(下调-11, 能否-5)
case(价格-10, 对-6)
det(价格-10, 这-7)
clf(这-7, 款-8)
nn(价格-10, 机子-9)
prep(下调-11, 价格-10)
root(ROOT-0, 下调-11)
advmod(下调-11, 一下-12)

nn(背面-2, 手机-1)
assmod(识别-5, 背面-2)
case(背面-2, 的-3)
nn(识别-5, 指纹-4)
nsubj(厉害-7, 识别-5)
advmod(厉害-7, 非常-6)
root(ROOT-0, 厉害-7)
cc(保护-10, 既-9)
conj(厉害-7, 保护-10)
asp(保护-10, 了-11)
nn(隐私-13, 个人-12)
dobj(保护-10, 隐私-13)
cc(保护-10, 又-14)
advmod(保护-16, 间接-15)
conj(保护-10, 保护-16)
asp(保护-16, 了-17)
dobj(保护-16, 触屏-18)
dep(感觉-21, 目前-20)
xsubj(能-29, 目前-20)
conj(厉害-7, 感觉-21)
ccomp(感觉-21, 是-22)
nsubj(好-24, 各种-23)
dep(是-22, 好-24)
dep(好-24, 啊-25)
mmod(能-29, 可以-28)
ccomp(希望-27, 能-29)
amod(稳定-32, 这样-30)
amod(稳定-32, 长期-31)
dobj(能-29, 稳定-32)
dep(能-29, 用-33)
asp(用-33, 着-34)

nn(耐用-2, 电池-1)
nsubj(充满-4, 耐用-2)
root(ROOT-0, 充满-4)
dobj(充满-4, 电-5)
conj(充满-4, 出门-6)
neg(完-9, 不-8)
dep(充满-4, 完-9)
dobj(完-9, 游戏-10)
nsubj(担心-16, 一整天-12)
advmod(担心-16, 再-13)
advmod(担心-16, 也-14)
advmod(担心-16, 不用-15)
conj(充满-4, 担心-16)
ccomp(担心-16, 没-17)
dobj(没-17, 电-18)

dep(颜值-9, 用-1)
asp(用-1, 了-2)
nummod(天-4, 两-3)
dep(用-1, 天-4)
dep(用-1, 了-5)
nsubj(颜值-9, 优点-7)
cop(颜值-9, 是-8)
root(ROOT-0, 颜值-9)
conj(颜值-9, 不错-10)
nsubj(不错-14, 拍照-12)
advmod(不错-14, 也-13)
conj(颜值-9, 不错-14)
nsubj(好看-17, 系统-16)
conj(颜值-9, 好看-17)
comod(好看-17, 流畅-18)
nsubj(感觉-23, 弱点-20)
dep(感觉-23, 吧-21)
conj(颜值-9, 感觉-23)
nsubj(算是-26, 电池-24)
xsubj(困难-39, 电池-24)
neg(算是-26, 不-25)
ccomp(感觉-23, 算是-26)
advmod(算是-26, 很-27)
dobj(算是-26, 耐用-28)
nummod(天-31, 一-30)
dep(可以-32, 天-31)
dep(算是-26, 可以-32)
conj(算是-26, 想-34)
case(天-37, 用-35)
nummod(天-37, 两-36)
prep(困难-39, 天-37)
advmod(困难-39, 很-38)
ccomp(想-34, 困难-39)

nsubj(没-12, 电池-1)
advmod(没-12, 很-2)
dep(打-6, 耐用-3)
neg(打-6, 不-5)
conj(没-12, 打-6)
dobj(打-6, 游戏-7)
conj(打-6, 看-8)
dobj(看-8, 电影-9)
nummod(天-11, 两-10)
dep(没-12, 天-11)
root(ROOT-0, 没-12)
dobj(没-12, 问题-13)
relcl(狠-17, 用-15)
mark(用-15, 的-16)
nsubj(够-21, 狠-17)
nummod(天-19, 一-18)
dep(够-21, 天-19)
advmod(够-21, 也-20)
conj(没-12, 够-21)
asp(够-21, 了-22)

nsubj(是-2, 照相-1)
root(ROOT-0, 是-2)
dep(是-2, 八百万-3)
tmod(清晰-8, 白天-5)
mmod(清晰-8, 拍照-6)
advmod(清晰-8, 很-7)
conj(是-2, 清晰-8)
advmod(差强人意-13, 但-10)
nsubj(差强人意-13, 分辨率-11)
advmod(差强人意-13, 还是-12)
conj(是-2, 差强人意-13)

nn(功能-2, 摄像-1)
nsubj(一般-3, 功能-2)
root(ROOT-0, 一般-3)
advmod(到-8, 根本-5)
mmod(到-8, 达-6)
neg(到-8, 不-7)
conj(一般-3, 到-8)
assmod(水平-11, 720p-9)
case(720p-9, 的-10)
dobj(到-8, 水平-11)
amod(分辨率-14, 最高-13)
nsubj(640x480-17, 分辨率-14)
advmod(640x480-17, 好像-15)
advmod(640x480-17, 只有-16)
conj(一般-3, 640x480-17)
case(640x480-17, 左右-18)
advmod(有-23, 而且-20)
nsubj(有-23, 帧数-21)
advmod(有-23, 只-22)
conj(一般-3, 有-23)
nummod(帧/秒-25, 15-24)
dobj(有-23, 帧/秒-25)
dep(说-36, 这-27)
clf(这-27, 点-28)
case(拍照-30, 对于-29)
prep(说-36, 拍照-30)
assmod(A806-33, 强大-31)
case(强大-31, 的-32)
range(拍照-30, A806-33)
case(拍照-30, 来说-34)
advmod(说-36, 有点-35)
conj(一般-3, 说-36)
neg(过去-38, 不-37)
ccomp(说-36, 过去-38)

nn(声音-2, 相机-1)
nsubj(关闭-4, 声音-2)
advmod(关闭-4, 无法-3)
root(ROOT-0, 关闭-4)
conj(关闭-4, 相信-6)
nsubj(关系-12, 这-7)
advmod(关系-12, 只-8)
cop(关系-12, 是-9)
assmod(关系-12, rom-10)
case(rom-10, 的-11)
ccomp(相信-6, 关系-12)
case(求-16, 在-14)
nsubj(求-16, 此-15)
prep(解答-18, 求-16)
dobj(求-16, 高手-17)
conj(关系-12, 解答-18)
dep(解答-18, 关闭-21)
nn(声音-23, 媒体-22)
dobj(关闭-21, 声音-23)
cc(关闭-21, 和-24)
case(软件-29, 用-25)
ordmod(方-27, 第三-26)
clf(照相-28, 方-27)
nn(软件-29, 照相-28)
prep(消除-33, 软件-29)
advmod(消除-33, 都-30)
neg(消除-33, 不-31)
mmod(消除-33, 能-32)
conj(关闭-21, 消除-33)
dobj(消除-33, 快门声-34)

case(摄像头-7, 除了-1)
assmod(摄像头-4, 300万-2)
case(300万-2, 的-3)
conj(摄像头-7, 摄像头-4)
cc(摄像头-7, 还有-5)
amod(摄像头-7, 副-6)
prep(清晰-12, 摄像头-7)
nn(效果-10, 照相-9)
nsubj(清晰-12, 效果-10)
advmod(清晰-12, 非常-11)
root(ROOT-0, 清晰-12)
amod(泡泡-15, 独特-14)
nn(字体-16, 泡泡-15)
dep(重力-19, 字体-16)
cc(重力-19, 还有-18)
nsubj(感应-20, 重力-19)
conj(清晰-12, 感应-20)

nsubj(漂亮-3, 外观-1)
advmod(漂亮-3, 很-2)
root(ROOT-0, 漂亮-3)
dep(漂亮-3, 手感-5)
dep(手感-5, 也好-6)
nsubj(说-11, 照相-8)
xsubj(冲-15, 照相-8)
dvpmod(说-11, 没-9)
mark(没-9, 的-10)
conj(漂亮-3, 说-11)
advmod(冲-15, 就-13)
conj(冲-15, 是-14)
cop(冲-15, 是-14)
ccomp(说-11, 冲-15)
asp(冲-15, 着-16)
nummod(像素-18, 1200万-17)
nsubj(买-19, 像素-18)
dobj(冲-15, 买-19)
mark(买-19, 的-20)
mmod(出来-23, 拍-22)
conj(漂亮-3, 出来-23)
nn(超棒-25, 效果-24)
dobj(出来-23, 超棒-25)
nn(速度-28, 运行-27)
nsubj(可以-30, 速度-28)
advmod(可以-30, 还-29)
conj(漂亮-3, 可以-30)
dep(可以-30, 玩-32)
dobj(玩-32, 游戏-33)
conj(玩-32, 看-35)
dobj(看-35, 视频-36)
advmod(流畅-39, 都-37)
advmod(流畅-39, 比较-38)
dep(看-35, 流畅-39)

nsubj(NB-5, 照相-1)
advmod(NB-5, 也-2)
cop(NB-5, 是-3)
advmod(NB-5, 很-4)
root(ROOT-0, NB-5)
mark(NB-5, 的-6)
dep(是-9, 不-8)
dep(高-21, 是-9)
dep(而是-12, 2点-10)
dep(而是-12, 触控-11)
dep(高-21, 而是-12)
advmod(点-15, 更-13)
nummod(点-15, 多-14)
nsubj(高-21, 点-15)
dep(高-21, 的-16)
nsubj(高-21, 价格-18)
advmod(高-21, 绝对-19)
mmod(高-21, 会-20)
conj(NB-5, 高-21)

nsubj(有-3, 喇叭-1)
advmod(有-3, 只-2)
root(ROOT-0, 有-3)
dep(有-3, 一个-4)
nsubj(小-8, 音量-6)
advmod(小-8, 太-7)
conj(有-3, 小-8)
case(喧嚣-11, 在-10)
assmod(街上-13, 喧嚣-11)
case(喧嚣-11, 的-12)
nsubj(到-17, 街上-13)
advmod(到-17, 经常-14)
mmod(到-17, 听-15)
neg(到-17, 不-16)
conj(有-3, 到-17)
conj(有-3, 有-19)
nummod(次-21, 一-20)
nsubj(出现-23, 次-21)
advmod(出现-23, 还-22)
dep(有-19, 出现-23)
nsubj(上班-30, 闹钟-24)
neg(上班-30, 没-25)
ba(上班-30, 把-26)
nsubj(上班-30, 我-27)
mmod(上班-30, 弄-28)
mmod(上班-30, 醒-29)
relcl(悲剧-33, 上班-30)
rcomp(上班-30, 迟到-31)
mark(上班-30, 的-32)
dobj(出现-23, 悲剧-33)

case(素超-2, 像-1)
prep(清-3, 素超-2)
root(ROOT-0, 清-3)
dep(清-3, 超越-5)
nummod(像素-7, 1300万-6)
dobj(超越-5, 像素-7)
amod(全家-11, 大-9)
nn(全家-11, 爱-10)
nsubj(用-14, 全家-11)
advmod(用-14, 都-12)
advmod(用-14, 在-13)
dep(清-3, 用-14)

nn(美观-3, 一体-1)
nn(美观-3, 机身-2)
nsubj(有-8, 美观-3)
nsubj(有-8, 自身-5)
advmod(8G-7, 只有-6)
dep(有-8, 8G-7)
root(ROOT-0, 有-8)
nsubj(小-10, 点-9)
dep(有-8, 小-10)
nn(手机-13, 电信-12)
dep(是-18, 手机-13)
dep(是-18, 信号-15)
advmod(是-18, 还-16)
nsubj(是-18, 成就-17)
conj(有-8, 是-18)
nsubj(高-21, 普及率-19)
neg(高-21, 不-20)
dep(是-18, 高-21)
dep(高-21, 呢-22)

nn(声音-2, 震动-1)
nsubj(吓-11, 声音-2)
advmod(吓-11, 不错-3)
neg(吓-11, 不-4)
mmod(吓-11, 会-5)
case(时候-10, 在-6)
advmod(静-8, 特别-7)
relcl(时候-10, 静-8)
mark(静-8, 的-9)
prep(吓-11, 时候-10)
root(ROOT-0, 吓-11)
ccomp(吓-11, 到-12)
dobj(到-12, 人-13)

nsubj(耐用-3, 电池-1)
neg(耐用-3, 不-2)
root(ROOT-0, 耐用-3)
advmod(冲-14, 如果-5)
nsubj(多-8, 玩-6)
mark(玩-6, 的-7)
dep(冲-14, 多-8)
asp(多-8, 了-9)
advmod(天-12, 基本-10)
nummod(天-12, 一-11)
dep(多-8, 天-12)
advmod(冲-14, 一-13)
dep(耐用-3, 冲-14)

assmod(屏-3, TFT-1)
case(TFT-1, 的-2)
nsubj(大户-7, 屏-3)
cop(大户-7, 是-4)
clf(大户-7, 个-5)
nn(大户-7, 耗电-6)
root(ROOT-0, 大户-7)
advmod(耐用-12, 所以-9)
nsubj(耐用-12, 电池-10)
neg(耐用-12, 不-11)
conj(大户-7, 耐用-12)

amod(上面-3, 透明-1)
nn(上面-3, 条-2)
assmod(不好-6, 上面-3)
case(上面-3, 的-4)
nn(不好-6, 按键-5)
nsubj(灵-11, 不好-6)
advmod(灵-11, 有时-8)
neg(灵-11, 不-9)
advmod(灵-11, 太-10)
root(ROOT-0, 灵-11)
nsubj(高-15, 灵敏度-13)
neg(高-15, 不-14)
conj(灵-11, 高-15)

nsubj(小-3, 屏幕-1)
advmod(小-3, 略-2)
root(ROOT-0, 小-3)
advmod(提升-10, 只有-5)
dep(提升-10, 4.0-6)
nsubj(提升-10, 厚度-8)
neg(提升-10, 没有-9)
conj(小-3, 提升-10)
cc(小-3, 和-12)
nsubj(一样-14, 4S-13)
conj(小-3, 一样-14)

nsubj(不好-2, 像素-1)
root(ROOT-0, 不好-2)
nn(暗点-6, 晚上-4)
nn(暗点-6, 光线-5)
nsubj(拍照-7, 暗点-6)
ccomp(不好-2, 拍照-7)
relcl(那种-16, 有-8)
amod(眼-10, 红-9)
dobj(有-8, 眼-10)
advmod(严重-13, 很-12)
conj(有-8, 严重-13)
mark(有-8, 的-14)
nn(那种-16, 红眼-15)
dobj(拍照-7, 那种-16)

nn(耐用-2, 泼皮-1)
nsubj(好-6, 耐用-2)
nn(设计-5, 外观-4)
nsubj(好-6, 设计-5)
root(ROOT-0, 好-6)
conj(好-6, 落地-8)
nummod(次-10, 无数-9)
range(落地-8, 次-10)
nsubj(损坏-14, 屏-12)
neg(损坏-14, 没有-13)
conj(好-6, 损坏-14)
asp(损坏-14, 过-15)
neg(满意-20, 没有-17)
nsubj(满意-20, 闪光灯-18)
advmod(满意-20, 总体-19)
conj(好-6, 满意-20)
nsubj(可以-24, 系统-22)
advmod(可以-24, 还-23)
conj(好-6, 可以-24)
dobj(可以-24, 升级-25)
nsubj(少-28, 软件-27)
conj(好-6, 少-28)
asp(少-28, 了-29)
dobj(少-28, 点-30)
advmod(用-34, 微-32)
mmod(用-34, 会-33)
conj(少-28, 用-34)
dep(用-34, 不-35)
dep(用-34, 成-36)

nsubj(用-4, 我-1)
tmod(用-4, 现在-2)
advmod(用-4, 就-3)
root(ROOT-0, 用-4)
nn(速度-7, 运行-6)
nsubj(叫-9, 速度-7)
advmod(叫-9, 那-8)
conj(用-4, 叫-9)
nsubj(快-11, 一个-10)
dep(叫-9, 快-11)
dep(快-11, 啊-12)
dep(叫-9, 装-14)
nummod(应用-17, 100-15)
amod(应用-17, 多-16)
dobj(装-14, 应用-17)
nsubj(占用-21, 内存-19)
advmod(占用-21, 只-20)
conj(用-4, 占用-21)
range(占用-21, 几十-22)

nsubj(优秀-2, 性能-1)
root(ROOT-0, 优秀-2)
nn(速度-5, 反应-4)
nsubj(差劲-10, 速度-5)
advmod(差劲-10, 快-6)
advmod(差劲-10, 只是-7)
nsubj(差劲-10, 电池-8)
advmod(差劲-10, 太-9)
conj(优秀-2, 差劲-10)
det(程序-13, 有些-12)
nsubj(关机-20, 程序-13)
advmod(关机-20, 只-14)
mmod(关机-20, 玩-15)
mmod(关机-20, 半天-16)
neg(关机-20, 不-17)
mmod(关机-20, 到-18)
advmod(关机-20, 就-19)
conj(优秀-2, 关机-20)
asp(关机-20, 了-21)
advmod(悲催-24, 真是-23)
conj(优秀-2, 悲催-24)

nn(外观-2, 手机-1)
nsubj(好看-3, 外观-2)
root(ROOT-0, 好看-3)
amod(信号-6, 无线-5)
nsubj(弱-8, 信号-6)
advmod(弱-8, 太-7)
conj(好看-3, 弱-8)
case(到-13, 离-10)
nsubj(到-13, 路由器-11)
neg(到-13, 不-12)
prep(使用-21, 到-13)
nummod(米-15, 10-14)
range(到-13, 米-15)
det(机子-18, 其他-17)
nsubj(使用-21, 机子-18)
advmod(使用-21, 都-19)
advmod(使用-21, 正常-20)
conj(好看-3, 使用-21)
nsubj(去-31, w900-23)
mmod(去-31, 不行-24)
nummod(行.-27, .w800-25)
advmod(.w800-25, 就-26)
loc(售-29, 行.-27)
case(行.-27, 上-28)
loc(去-31, 售-29)
case(售-29, 后-30)
conj(好看-3, 去-31)
asp(去-31, 了-32)
loc(没-37, 售-34)
case(售-34, 后-35)
advmod(没-37, 也-36)
conj(好看-3, 没-37)
dobj(没-37, 办法-38)

nsubj(漂亮-2, 外观-1)
root(ROOT-0, 漂亮-2)
advmod(提示-6, 就是-4)
neg(提示-6, 没有-5)
conj(漂亮-2, 提示-6)
dobj(提示-6, 灯-7)
dep(漂亮-2, 散热-9)
dobj(散热-9, 不好-10)
conj(漂亮-2, 玩-12)
clf(游戏-15, 个-13)
amod(游戏-15, 小-14)
dobj(玩-12, 游戏-15)
neg(到-17, 不-16)
conj(玩-12, 到-17)
nummod(分钟-19, 五-18)
range(到-17, 分钟-19)
advmod(感觉-22, 就-21)
conj(漂亮-2, 感觉-22)
ccomp(感觉-22, 烫-23)
dobj(烫-23, 手-24)

nsubj(简约-2, 外观-1)
root(ROOT-0, 简约-2)
dobj(简约-2, 大气-3)
dep(简约-2, 采用-5)
nn(镶制-8, 金属-6)
nn(镶制-8, 银边-7)
dobj(采用-5, 镶制-8)
nsubj(算-12, 摄像头-10)
xsubj(清晰-14, 摄像头-10)
dep(算-12, 500-11)
dep(简约-2, 算-12)
advmod(清晰-14, 比较-13)
ccomp(算-12, 清晰-14)
dep(算-12, 了-15)
nn(厚度-18, 机身-17)
nsubj(不错-19, 厚度-18)
dep(简约-2, 不错-19)
dep(简约-2, 支持-21)
nn(解锁-23, 人脸-22)
dobj(支持-21, 解锁-23)
nn(反应-26, 眼球-25)
dep(支持-21, 反应-26)

mmod(充满-3, 充电-1)
advmod(充满-3, 快-2)
root(ROOT-0, 充满-3)
nsubj(电池-33, 电-4)
advmod(快-10, 只要-5)
nummod(分钟-7, 四十-6)
clf(耗电-9, 分钟-7)
nn(耗电-9, 电池-8)
nsubj(快-10, 耗电-9)
dep(电池-33, 快-10)
nn(电-14, 现在-12)
nn(电-14, 手机-13)
nsubj(喜欢-20, 电-14)
xsubj(关机-22, 电-14)
case(到-16, 用-15)
prep(喜欢-20, 到-16)
range(到-16, 百分之三十-17)
case(到-16, 左右-18)
advmod(喜欢-20, 就-19)
dep(电池-33, 喜欢-20)
advmod(关机-22, 自动-21)
ccomp(喜欢-20, 关机-22)
case(开机-25, 在-24)
prep(开-27, 开机-25)
advmod(开-27, 就-26)
dep(关机-22, 开-27)
neg(开-27, 不-28)
dep(喜欢-20, 了-29)
advmod(电池-33, 可能-31)
cop(电池-33, 是-32)
relcl(原因-35, 电池-33)
mark(电池-33, 的-34)
dobj(充满-3, 原因-35)

nn(信号-2, 手机-1)
nsubj(差-3, 信号-2)
root(ROOT-0, 差-3)
dep(差-3, 玩-5)
dobj(玩-5, 游戏-6)
conj(玩-5, 看-7)
nsubj(看-11, 电视-8)
advmod(看-11, 就-9)
mmod(看-11, 能-10)
ccomp(看-7, 看-11)
nummod(个-13, 3-12)
clf(小时-14, 个-13)
dobj(看-11, 小时-14)
advmod(没有-17, 就-16)
dep(差-3, 没有-17)
dobj(没有-17, 电-18)
dep(没有-17, 了-19)
nsubj(热-22, 手机-21)
dep(差-3, 热-22)
dep(差-3, 烫-24)
dobj(烫-24, 手-25)

root(ROOT-0, 用-1)
asp(用-1, 了-2)
nummod(年-4, 一-3)
clf(电-30, 年-4)
relcl(电-30, 多-5)
asp(多-5, 了-6)
dep(三-28, 感觉-7)
dep(耗-25, 好-8)
mark(好-8, 的-9)
nsubj(不错-13, 手感-11)
advmod(不错-13, 也-12)
dep(耗-25, 不错-13)
nsubj(比较-17, 电池-15)
advmod(比较-17, 还是-16)
conj(不错-13, 比较-17)
dobj(比较-17, 耐用-18)
dep(比较-17, 打-20)
nummod(小时-22, 半-21)
clf(电话-23, 小时-22)
dobj(打-20, 电话-23)
advmod(耗-25, 只-24)
dep(感觉-7, 耗-25)
nummod(三-28, 百分二-26)
dep(多-5, 三-28)
mark(多-5, 的-29)
dobj(用-1, 电-30)

nsubj(吸引-2, 外观-1)
root(ROOT-0, 吸引-2)
dobj(吸引-2, 人-3)
nsubj(觉得-7, 电池-5)
xsubj(不错-9, 电池-5)
nsubj(觉得-7, 我-6)
xsubj(不错-9, 我-6)
conj(吸引-2, 觉得-7)
advmod(不错-9, 还-8)
ccomp(觉得-7, 不错-9)
advmod(看-12, 偶尔-11)
dep(不错-9, 看-12)
dobj(看-12, 视频-13)
nummod(天-15, 一-14)
range(看-12, 天-15)
dep(觉得-7, 没-16)
dobj(没-16, 问题-17)

nsubj(能-5, 电池-1)
neg(能-5, 不-2)
mmod(能-5, 打电话-3)
advmod(能-5, 只-4)
dep(没-10, 能-5)
nummod(14:00-8, 待机-6)
cc(14:00-8, 到-7)
range(能-5, 14:00-8)
advmod(没-10, 就-9)
root(ROOT-0, 没-10)
dobj(没-10, 电-11)
advmod(判若俩机-20, 像素-13)
advmod(判若俩机-20, 太-14)
nsubj(判若俩机-20, 垃圾-15)
case(入手-18, 和-17)
prep(判若俩机-20, 入手-18)
case(入手-18, 时-19)
conj(没-10, 判若俩机-20)
nsubj(发-23, 手机-22)
conj(没-10, 发-23)
dep(发-23, 烫-24)
dep(发-23, 严重-25)

nsubj(漂亮-3, 外观-1)
advmod(漂亮-3, 挺-2)
root(ROOT-0, 漂亮-3)
nsubj(清楚-8, 照相-5)
advmod(清楚-8, 也-6)
advmod(清楚-8, 特-7)
conj(漂亮-3, 清楚-8)
dep(天-15, 电池-9)
dep(天-15, 不-10)
dobj(天-15, 耐用-11)
dep(天-15, 唉-12)
nummod(天-15, 一-14)
relcl(充两回电-17, 天-15)
mark(天-15, 的-16)
dobj(清楚-8, 充两回电-17)

nsubj(小-3, 内存-1)
advmod(小-3, 太-2)
root(ROOT-0, 小-3)
mmod(清理-7, 要-5)
advmod(清理-7, 经常-6)
conj(小-3, 清理-7)
dobj(清理-7, 杀毒-8)
nsubj(要-17, 电池-10)
neg(要-17, 不-11)
dep(要-17, 耐用-12)
advmod(要-17, 基本上-14)
advmod(要-17, 每天-15)
advmod(要-17, 都-16)
conj(小-3, 要-17)
rcomp(要-17, 冲-18)
nummod(遍-20, 一两-19)
dep(要-17, 遍-20)

dep(摔-2, 耐-1)
dep(好看-5, 摔-2)
nsubj(好看-5, 外观-4)
root(ROOT-0, 好看-5)
dep(好看-5, 有-7)
nn(像素-9, 遥控器-8)
nsubj(不行-12, 像素-9)
dvpmod(不行-12, 差-10)
mark(差-10, 的-11)
dep(有-7, 不行-12)
dep(好看-5, 内存小-14)
assmod(游戏-18, 大点-16)
case(大点-16, 的-17)
nsubj(玩-19, 游戏-18)
dep(内存小-14, 玩-19)
neg(玩-19, 不-20)
dep(玩-19, 了-21)
advmod(卡-24, 经常-23)
dep(好看-5, 卡-24)

nsubj(可以-2, 外观-1)
root(ROOT-0, 可以-2)
